,option,env,represented_by_env,kld
125,encryption,vmlinux-5.10.tar,uiq-32.bin,0.19965371444196953
126,encryption,vmlinux-5.10.tar,vmlinux-5.10.tar,0.0
127,encryption,vmlinux-5.10.tar,silesia.tar,0.10436623903395564
128,encryption,vmlinux-5.10.tar,deepfield.tar,0.030827952986296644
129,encryption,vmlinux-5.10.tar,uiq2-16.bin,0.17305234320650584
130,encryption,silesia.tar,ambivert.wav.tar,0.7145628617999341
131,encryption,silesia.tar,enwik8.tar,0.40536386422308895
132,encryption,silesia.tar,misc.tar,2.629742356058699
133,encryption,silesia.tar,fannie_mae_500k.tar,0.11775689271788622
134,encryption,silesia.tar,uiq2-8.bin,0.18169463897938948
135,encryption,silesia.tar,large.tar,0.30396134602193936
136,encryption,silesia.tar,artificl.tar,2.207954155385343
137,encryption,silesia.tar,uiq2-4.bin,0.18478575866513514
138,encryption,silesia.tar,uiq-32.bin,0.19764415355997195
139,encryption,silesia.tar,vmlinux-5.10.tar,0.1025141444279713
140,encryption,silesia.tar,silesia.tar,0.0
141,encryption,silesia.tar,deepfield.tar,0.04479822169933763
142,encryption,silesia.tar,uiq2-16.bin,0.06882159846563417
143,encryption,deepfield.tar,ambivert.wav.tar,0.4380741248713442
144,encryption,deepfield.tar,enwik8.tar,0.5315923413868063
145,encryption,deepfield.tar,misc.tar,2.8112950026107684
146,encryption,deepfield.tar,fannie_mae_500k.tar,0.16256303518115364
147,encryption,deepfield.tar,uiq2-8.bin,0.05002403520525768
148,encryption,deepfield.tar,large.tar,0.49071519776628314
149,encryption,deepfield.tar,artificl.tar,2.532101575890145
150,encryption,deepfield.tar,uiq2-4.bin,0.09107453015939394
151,encryption,deepfield.tar,uiq-32.bin,0.1101304697540739
152,encryption,deepfield.tar,vmlinux-5.10.tar,0.0
153,encryption,deepfield.tar,silesia.tar,0.02230959453889833
154,encryption,deepfield.tar,deepfield.tar,0.0
155,encryption,deepfield.tar,uiq2-16.bin,0.07770333276927573
156,encryption,uiq2-16.bin,ambivert.wav.tar,0.9953679013070794
157,encryption,uiq2-16.bin,enwik8.tar,0.21027578646780734
158,encryption,uiq2-16.bin,misc.tar,2.2357623515354015
159,encryption,uiq2-16.bin,fannie_mae_500k.tar,0.03774465668386207
160,encryption,uiq2-16.bin,uiq2-8.bin,0.426664165837217
161,encryption,uiq2-16.bin,large.tar,0.11325938801495837
162,encryption,uiq2-16.bin,artificl.tar,1.8794615579072838
163,encryption,uiq2-16.bin,uiq2-4.bin,0.3513135253925183
164,encryption,uiq2-16.bin,uiq-32.bin,0.3270972681737496
165,encryption,uiq2-16.bin,vmlinux-5.10.tar,0.2123121556381326
166,encryption,uiq2-16.bin,silesia.tar,0.10993614143477806
167,encryption,uiq2-16.bin,deepfield.tar,0.1483833752607023
168,encryption,uiq2-16.bin,uiq2-16.bin,0.0
169,integrityCheck,ambivert.wav.tar,ambivert.wav.tar,0.0
170,integrityCheck,ambivert.wav.tar,enwik8.tar,0.3727736008228235
171,integrityCheck,ambivert.wav.tar,misc.tar,0.01419302496218142
172,integrityCheck,ambivert.wav.tar,fannie_mae_500k.tar,0.12850915565800924
173,integrityCheck,ambivert.wav.tar,uiq2-8.bin,0.0
174,integrityCheck,ambivert.wav.tar,large.tar,0.08027593550815092
175,integrityCheck,ambivert.wav.tar,artificl.tar,0.08478741908829868
176,integrityCheck,ambivert.wav.tar,uiq2-4.bin,0.2297145751032546
177,integrityCheck,ambivert.wav.tar,uiq-32.bin,0.07296703114225256
178,integrityCheck,ambivert.wav.tar,vmlinux-5.10.tar,0.09570340161670546
179,integrityCheck,ambivert.wav.tar,silesia.tar,0.0
180,integrityCheck,ambivert.wav.tar,deepfield.tar,0.20397237010789407
181,integrityCheck,ambivert.wav.tar,uiq2-16.bin,0.07320652808030159
182,integrityCheck,enwik8.tar,ambivert.wav.tar,0.3084252648503562
183,integrityCheck,enwik8.tar,enwik8.tar,0.0
184,integrityCheck,enwik8.tar,misc.tar,0.29974599296756393
185,integrityCheck,enwik8.tar,fannie_mae_500k.tar,0.0
186,integrityCheck,enwik8.tar,uiq2-8.bin,0.0
187,integrityCheck,enwik8.tar,large.tar,0.0
188,integrityCheck,enwik8.tar,artificl.tar,0.0
189,integrityCheck,enwik8.tar,uiq2-4.bin,0.0
190,integrityCheck,enwik8.tar,uiq-32.bin,0.5256661634297842
191,integrityCheck,enwik8.tar,vmlinux-5.10.tar,0.016385536039245738
192,integrityCheck,enwik8.tar,silesia.tar,0.1031855303504675
193,integrityCheck,enwik8.tar,deepfield.tar,0.0
194,integrityCheck,enwik8.tar,uiq2-16.bin,0.0
195,integrityCheck,misc.tar,ambivert.wav.tar,0.0
196,integrityCheck,misc.tar,enwik8.tar,0.2878651041778598
197,integrityCheck,misc.tar,misc.tar,0.0
198,integrityCheck,misc.tar,fannie_mae_500k.tar,0.007907917243047227
199,integrityCheck,misc.tar,uiq2-8.bin,0.0
200,integrityCheck,misc.tar,large.tar,0.0
201,integrityCheck,misc.tar,artificl.tar,0.0
202,integrityCheck,misc.tar,uiq2-4.bin,0.10362662937082287
203,integrityCheck,misc.tar,uiq-32.bin,0.038175064503656764
204,integrityCheck,misc.tar,vmlinux-5.10.tar,0.04403335049130256
205,integrityCheck,misc.tar,silesia.tar,0.0
