,Unnamed: 0,params.rnd,Model,Subject System,params.exp_id,params.train_size,Relative Train Size,Pooling,params.experiment-type,Metric,Value
108160,290,28,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,6.163404977531521
108161,291,22,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,39,1.5,no,multitask,pMAPE,49.4243120445877
108162,292,17,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,39.60972351557798
108163,293,20,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,13,0.5,complete,multitask,pMAPE,59.68291809343063
108164,294,18,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,partial,multitask,pMAPE,102.72473420320615
108165,295,0,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,37.89236756545159
108166,296,17,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,no,multitask,pMAPE,129.31603879558526
108167,297,26,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,78,3,no,multitask,pMAPE,48.90720336684169
108168,298,0,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,54.852968620978125
108169,299,12,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,partial,multitask,pMAPE,72.49006083422186
108170,300,2,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,7.3442897408027505
108171,301,12,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,complete,multitask,pMAPE,16.451935656520398
108172,305,17,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,42.49979020780377
108173,306,7,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,12.11223231761386
108174,307,25,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,52,2,partial,multitask,pMAPE,54.61507179093438
108175,309,14,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,10.587971281953584
108176,310,14,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,7.255512567849898
108177,313,16,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,complete,multitask,pMAPE,59.34811532189519
108178,315,18,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,no,multitask,pMAPE,140.6420107381339
108179,316,29,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1,no,multitask,pMAPE,29.00544309850867
108180,319,12,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,3.739974230785733
108181,320,11,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,20,2,no,multitask,pMAPE,12.280403170118635
108182,321,20,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,107.7950800952463
108183,323,29,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,8.028093946586937
108184,328,7,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,5.8511086890878845
108185,330,4,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,complete,multitask,pMAPE,132.24793168753015
108186,333,4,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,10,1,complete,multitask,pMAPE,14.944716041764876
108187,335,6,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,13,1,complete,multitask,pMAPE,210.9180984533678
108188,336,5,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,301.1084719877373
108189,338,22,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,11,1,no,multitask,pMAPE,118.7481644547154
108190,339,25,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,40.72823485119336
108191,341,11,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,26,2,complete,multitask,pMAPE,203.6464966741892
108192,343,27,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,no,multitask,pMAPE,52.17764537601576
108193,344,8,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,50.72520530614754
108194,345,21,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,no,multitask,pMAPE,143.90324507920133
108195,347,8,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,10,1,no,multitask,pMAPE,16.402469331663625
108196,350,20,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,20,2,complete,multitask,pMAPE,13.015520530968974
108197,352,18,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.5,no,multitask,pMAPE,200.91347408298984
108198,354,11,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,56.8183053654271
108199,355,6,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,126.81465268264289
108200,356,1,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,653.1642828659122
108201,357,12,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,no,multitask,pMAPE,159.35892565954296
108202,358,29,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,21.87038080950722
108203,362,16,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,4.012623824669722
108204,363,7,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,8.38919197178783
108205,364,4,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,partial,multitask,pMAPE,82.09618972629721
108206,367,4,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,partial,multitask,pMAPE,17.36814841545431
108207,368,25,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,partial,multitask,pMAPE,15.554200564112088
108208,371,18,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,41.67574645053475
108209,372,26,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.75,no,multitask,pMAPE,385.5383314830905
108210,375,24,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,147.12739924647988
108211,376,2,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,31,1,no,multitask,pMAPE,64.12902232611353
108212,379,19,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,no,multitask,pMAPE,172.48987048146793
108213,380,23,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,no,multitask,pMAPE,47.23398643077876
108214,383,12,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,14.318713743656197
108215,384,24,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,8.836775965357894
108216,385,3,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,25.624774206840584
108217,386,25,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,no,multitask,pMAPE,24.42617965246808
108218,387,23,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,4.226679399381792
108219,388,3,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,partial,multitask,pMAPE,138.7224402887571
108220,389,3,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,163.24954745296563
108221,390,24,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,partial,multitask,pMAPE,15.876505943736785
108222,393,23,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.75,complete,multitask,pMAPE,170.4168711532048
108223,396,0,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,9.207993543682008
108224,397,17,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,291.4008732533105
108225,398,16,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,149.43276289006698
108226,399,24,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,no,multitask,pMAPE,118.58863062270788
108227,401,18,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,no,multitask,pMAPE,116.6873234923594
108228,402,8,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,200.9786620008906
108229,403,15,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,10.21250859943071
108230,404,10,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,9.693820315199186
108231,406,9,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,6.520137105522912
108232,407,28,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,partial,multitask,pMAPE,14.951390057622971
108233,408,24,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1,no,multitask,pMAPE,26.892165449451653
108234,409,8,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,8.49106081561471
108235,410,10,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,11,1,complete,multitask,pMAPE,213.90530434794695
108236,411,17,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,complete,multitask,pMAPE,72.43763726869595
108237,412,18,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,49.59347355874485
108238,413,19,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,170.13645623700705
108239,414,16,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,32.10113741457341
108240,415,7,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,6.485171092913824
108241,421,4,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,10.923663321902524
108242,423,2,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,26,2,partial,multitask,pMAPE,145.47142363848172
108243,424,9,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.75,complete,multitask,pMAPE,182.8137593353468
108244,426,21,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,159.32964045100772
108245,427,21,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,5.196324353113431
108246,429,6,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,38.319397140503874
108247,432,7,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,no,multitask,pMAPE,50.27356555843928
108248,434,9,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,no,multitask,pMAPE,47.72509689837996
108249,435,12,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,749.3474082739849
108250,436,17,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,partial,multitask,pMAPE,25.195550266503915
108251,437,11,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,complete,multitask,pMAPE,65.06948441814232
108252,438,1,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,no,multitask,pMAPE,20.55208597885562
108253,439,6,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,6.961750878399305
108254,440,15,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,no,multitask,pMAPE,15.326258555159832
108255,441,23,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,partial,multitask,pMAPE,163.05701393931864
108256,442,11,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,8.537787026796414
108257,443,14,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,partial,multitask,pMAPE,48.80223240826127
108258,446,15,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,8.579916276870476
108259,448,15,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,8.105370301394494
108260,450,14,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,partial,multitask,pMAPE,5.53511154520716
108261,452,6,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,86.3479471298539
108262,453,21,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,complete,multitask,pMAPE,41.0361164385661
108263,454,25,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,partial,multitask,pMAPE,6.104764794792512
108264,460,0,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,19.03595699810825
108265,462,24,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,complete,multitask,pMAPE,139.67184793256715
108266,463,26,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,11.518105646319157
108267,464,2,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,no,multitask,pMAPE,104.88052256807713
108268,465,29,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,partial,multitask,pMAPE,189.62842476052813
108269,466,10,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,10.754714630346168
108270,468,25,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,15,1.5,no,multitask,pMAPE,13.596355050246512
108271,469,28,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,182.94193612770655
108272,470,14,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,26,2,partial,multitask,pMAPE,143.29047454182603
108273,471,23,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,30,3,complete,multitask,pMAPE,13.289323644623172
108274,472,16,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,7.892664247975989
108275,473,28,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,62,2,no,multitask,pMAPE,60.97977640238758
108276,474,8,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,103.44570299207652
108277,475,1,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,no,multitask,pMAPE,32.54453680977258
108278,476,4,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,no,multitask,pMAPE,15.087889805709622
108279,477,20,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,78,3,no,multitask,pMAPE,52.56770696483547
108280,478,22,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,57,3,complete,multitask,pMAPE,15.89710862468241
108281,482,13,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,14,0.75,partial,multitask,pMAPE,19.603121788108695
108282,483,7,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,complete,multitask,pMAPE,69.14554547740329
108283,484,12,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1.5,partial,multitask,pMAPE,139.47042997509877
108284,485,7,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,partial,multitask,pMAPE,74.59050501493628
108285,486,7,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1,complete,multitask,pMAPE,17.505641617666985
108286,487,25,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,no,multitask,pMAPE,140.61843735923193
108287,488,6,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,37.66470529841423
108288,489,29,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.75,complete,multitask,pMAPE,171.48447582045702
108289,490,6,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,complete,multitask,pMAPE,344.0087504876458
108290,491,28,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,complete,multitask,pMAPE,62.776101028981536
108291,494,24,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,12.3690795613501
108292,495,13,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,no,multitask,pMAPE,35.32739204699675
108293,496,7,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,7.588227311002223
108294,497,9,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,70.5794457832978
108295,498,27,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.25,complete,multitask,pMAPE,312.3611482469212
108296,499,23,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1,complete,multitask,pMAPE,19.855963244471507
108297,501,4,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,7.313941090775216
108298,502,27,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,partial,multitask,pMAPE,20.21401350014848
108299,503,16,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,41.35576884642658
108300,504,3,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,4.123280607437409
108301,506,4,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,23,0.75,complete,multitask,pMAPE,54.8751245319499
108302,508,5,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,5,0.5,complete,multitask,pMAPE,313.53094932852576
108303,509,23,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,9.799589624196198
108304,512,24,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,complete,multitask,pMAPE,159.30149072563734
108305,513,11,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,38.95332699244207
108306,514,19,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,complete,multitask,pMAPE,40.229602229346106
108307,517,20,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,complete,multitask,pMAPE,45.59752248610536
108308,518,10,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,15,1.5,complete,multitask,pMAPE,16.921140829898125
108309,519,24,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,6.898460470267128
108310,523,24,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,129.65712863996652
108311,524,14,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,67.51145017420907
